Incident_ID,Incident_Type,Unit_Type,Priority,Weather_Index,Hour_of_Day,TurnoutTime_Seconds
4828,Wellness Check,Rescue Squad,2,Snow,1,109
4829,Medical,Engine,2,Rain,23,64
4830,Medical,Chief,2,Fog,0,52
4831,Wellness Check,Ambulance,2,Clear,3,59
4832,Wellness Check,Rescue Squad,2,Clear,8,66
4833,Medical,Ladder,2,Clear,1,62
4834,Medical,Engine,3,Fog,2,93
4835,Medical,Chief,1,Clear,5,53
4836,False Alarm,Rescue Squad,2,Storm,12,98
4837,Medical,Chief,2,Clear,14,88
4838,False Alarm,Chief,1,Clear,10,57
4839,Traffic Accident,Ladder,2,Clear,9,96
4840,Structure Fire,Rescue Squad,1,Clear,2,51
4841,Medical,Engine,2,Fog,19,70
4842,Medical,Ladder,2,Clear,8,91
4843,Medical,Engine,1,Clear,9,82
4844,Medical,Ambulance,2,Clear,20,70
4845,Traffic Accident,Chief,2,Rain,22,57
4846,False Alarm,Ambulance,2,Clear,23,56
4847,Structure Fire,Chief,2,Clear,22,71
4848,Traffic Accident,Ladder,1,Rain,11,50
4849,Medical,Engine,2,Clear,7,77
4850,Medical,Engine,3,Clear,20,82
4851,Medical,Ladder,1,Clear,20,62
4852,Traffic Accident,Rescue Squad,2,Rain,20,86
4853,False Alarm,Ambulance,2,Snow,16,106
4854,Traffic Accident,Ambulance,2,Fog,21,66
4855,Medical,Engine,1,Snow,4,90
4856,Medical,Engine,2,Storm,23,125
4857,Structure Fire,Engine,2,Clear,7,103
4858,Medical,Ladder,3,Clear,17,128
4859,Wellness Check,Rescue Squad,1,Clear,10,47
4860,Wellness Check,Ambulance,3,Clear,21,71
4861,Traffic Accident,Chief,2,Rain,9,73
4862,Medical,Ladder,1,Snow,14,77
4863,Medical,Ambulance,2,Clear,5,64
4864,Medical,Rescue Squad,2,Clear,18,82
4865,Medical,Ladder,1,Rain,16,105
4866,Medical,Ambulance,1,Clear,22,54
4867,Traffic Accident,Ladder,3,Clear,9,90
4868,Traffic Accident,Ambulance,3,Rain,4,78
4869,Medical,Ambulance,2,Clear,15,49
4870,Medical,Rescue Squad,1,Fog,11,64
4871,Medical,Chief,2,Storm,20,82
4872,Medical,Rescue Squad,2,Clear,23,64
4873,Wellness Check,Ambulance,1,Clear,4,46
4874,Medical,Ladder,3,Rain,20,98
4875,Medical,Rescue Squad,1,Clear,0,48
4876,Medical,Chief,2,Clear,1,80
4877,Wellness Check,Ambulance,2,Fog,4,69
4878,Structure Fire,Rescue Squad,2,Clear,22,41
4879,Medical,Rescue Squad,1,Clear,18,76
4880,Structure Fire,Rescue Squad,2,Clear,14,62
4881,Traffic Accident,Rescue Squad,3,Clear,0,94
4882,False Alarm,Ladder,2,Clear,10,66
4883,Medical,Chief,2,Clear,17,68
4884,Wellness Check,Chief,1,Clear,2,32
4885,False Alarm,Ambulance,3,Clear,8,108
4886,False Alarm,Engine,3,Storm,23,129
4887,Traffic Accident,Ladder,2,Fog,3,64
4888,Traffic Accident,Ambulance,2,Clear,23,33
4889,Medical,Ambulance,3,Clear,12,90
4890,Traffic Accident,Rescue Squad,1,Rain,8,51
4891,Structure Fire,Engine,2,Rain,2,91
4892,Traffic Accident,Engine,2,Fog,15,55
4893,Medical,Ladder,2,Rain,21,70
4894,Traffic Accident,Engine,3,Clear,7,112
4895,Wellness Check,Ambulance,2,Clear,6,63
4896,Medical,Engine,1,Snow,22,100
4897,Wellness Check,Engine,2,Fog,16,94
4898,Structure Fire,Chief,2,Clear,15,55
4899,Wellness Check,Ambulance,2,Clear,20,57
4900,Medical,Engine,1,Clear,21,48
4901,Medical,Engine,1,Clear,17,78
4902,False Alarm,Rescue Squad,2,Clear,15,42
4903,Medical,Engine,3,Fog,14,93
4904,Wellness Check,Engine,3,Rain,1,89
4905,Medical,Chief,3,Fog,19,88
4906,Structure Fire,Ambulance,2,Storm,3,96
4907,Medical,Ladder,1,Clear,4,61
4908,Structure Fire,Ambulance,3,Rain,6,85
4909,Medical,Rescue Squad,2,Fog,14,58
4910,Medical,Ambulance,2,Clear,16,80
4911,Medical,Engine,2,Rain,9,83
4912,Medical,Rescue Squad,3,Clear,19,93
4913,False Alarm,Ambulance,2,Rain,8,73
4914,False Alarm,Rescue Squad,1,Clear,15,43
4915,Medical,Ladder,2,Clear,23,59
4916,Traffic Accident,Ambulance,1,Clear,2,37
4917,Medical,Engine,3,Clear,21,106
4918,Traffic Accident,Rescue Squad,2,Clear,8,80
4919,Wellness Check,Chief,2,Clear,7,81
4920,False Alarm,Rescue Squad,3,Clear,22,76
4921,Medical,Chief,2,Clear,6,60
4922,Traffic Accident,Engine,2,Clear,16,105
4923,Medical,Ladder,1,Rain,4,56
4924,False Alarm,Chief,2,Rain,6,62
4925,Medical,Ladder,3,Rain,12,80
4926,Traffic Accident,Rescue Squad,2,Fog,17,80
4927,Traffic Accident,Engine,3,Clear,21,91
4928,Traffic Accident,Chief,1,Clear,13,44
4929,Medical,Rescue Squad,1,Clear,17,65
4930,False Alarm,Ambulance,1,Fog,2,39
4931,Medical,Rescue Squad,2,Rain,16,91
4932,Traffic Accident,Ladder,1,Clear,18,78
4933,Medical,Engine,1,Clear,6,64
4934,Medical,Engine,2,Rain,20,71
4935,Structure Fire,Rescue Squad,2,Clear,3,39
4936,Medical,Ambulance,2,Clear,14,83
4937,Medical,Ladder,2,Fog,23,69
4938,Medical,Rescue Squad,2,Clear,7,83
4939,Medical,Rescue Squad,2,Fog,15,59
4940,Traffic Accident,Engine,3,Clear,0,86
4941,Wellness Check,Ladder,2,Rain,15,61
4942,Medical,Ambulance,2,Fog,1,66
4943,Medical,Engine,2,Clear,1,68
4944,Medical,Rescue Squad,1,Rain,7,65
4945,Medical,Engine,3,Rain,11,64
4946,Traffic Accident,Engine,1,Fog,10,52
4947,Traffic Accident,Chief,3,Clear,5,69
4948,Medical,Engine,1,Clear,18,67
4949,Medical,Engine,3,Clear,17,112
4950,Medical,Ladder,2,Fog,4,63
4951,Wellness Check,Engine,2,Storm,14,91
4952,False Alarm,Ambulance,2,Clear,7,79
4953,Medical,Rescue Squad,2,Clear,5,54
4954,Medical,Ladder,2,Fog,11,59
4955,Wellness Check,Engine,1,Clear,18,57
4956,False Alarm,Ambulance,2,Clear,11,63
4957,Medical,Rescue Squad,2,Clear,11,54
4958,Medical,Ladder,1,Clear,8,56
4959,Medical,Ambulance,3,Rain,23,92
4960,Structure Fire,Engine,2,Clear,9,98
4961,Medical,Chief,2,Clear,21,48
4962,Medical,Chief,3,Fog,16,96
4963,Structure Fire,Ladder,2,Clear,17,105
4964,Medical,Ambulance,2,Clear,15,58
4965,Traffic Accident,Rescue Squad,2,Fog,3,55
4966,Medical,Ambulance,3,Rain,17,107
4967,Medical,Chief,1,Clear,2,43
4968,Structure Fire,Ladder,2,Clear,15,82
4969,Medical,Engine,2,Clear,13,65
4970,False Alarm,Ambulance,1,Rain,23,39
4971,Structure Fire,Chief,1,Clear,8,71
4972,Medical,Rescue Squad,2,Clear,5,69
4973,Traffic Accident,Ladder,2,Clear,3,72
4974,Medical,Engine,3,Snow,1,114
4975,False Alarm,Ambulance,2,Clear,22,51
4976,Medical,Rescue Squad,2,Clear,9,74
4977,Structure Fire,Engine,1,Clear,10,64
4978,Medical,Chief,1,Clear,6,55
4979,Medical,Chief,2,Rain,4,70
4980,Wellness Check,Rescue Squad,2,Rain,3,67
4981,Wellness Check,Chief,1,Rain,5,49
4982,Medical,Ladder,2,Rain,1,74
4983,Medical,Rescue Squad,3,Clear,1,81
4984,Wellness Check,Chief,2,Rain,15,65
4985,False Alarm,Ambulance,2,Clear,22,59
4986,Medical,Chief,2,Clear,22,65
4987,Medical,Ladder,1,Rain,12,64
4988,Medical,Engine,1,Fog,20,42
4989,Wellness Check,Engine,3,Rain,6,100
4990,Medical,Chief,2,Snow,4,86
4991,Medical,Engine,2,Storm,16,137
4992,Traffic Accident,Chief,1,Clear,12,57
4993,Medical,Ladder,2,Storm,14,99
4994,Medical,Engine,1,Rain,2,55
4995,Medical,Ambulance,1,Snow,22,68
4996,Medical,Chief,2,Rain,3,56
4997,Medical,Engine,2,Clear,14,73
4998,Structure Fire,Ladder,1,Rain,17,89
4999,Medical,Ladder,1,Clear,2,55
5000,Structure Fire,Ambulance,2,Fog,6,64
5001,Wellness Check,Ladder,2,Clear,7,80
5002,Traffic Accident,Ladder,2,Clear,10,69
5003,Medical,Engine,2,Clear,21,64
5004,Medical,Chief,3,Clear,8,101
5005,Medical,Rescue Squad,1,Clear,19,58
5006,Medical,Ladder,1,Clear,11,54
5007,Medical,Ladder,2,Clear,4,56
5008,Traffic Accident,Rescue Squad,1,Clear,0,46
5009,Medical,Ladder,2,Clear,13,77
5010,Medical,Engine,2,Clear,2,60
5011,Medical,Engine,3,Storm,14,145
5012,Traffic Accident,Rescue Squad,3,Clear,9,95
5013,Medical,Ladder,3,Clear,9,111
5014,Traffic Accident,Ladder,1,Clear,23,37
5015,Medical,Chief,3,Clear,2,82
5016,Wellness Check,Ladder,1,Rain,5,73
5017,Wellness Check,Engine,2,Clear,4,73
5018,Medical,Ambulance,2,Clear,23,52
5019,Medical,Ambulance,1,Clear,18,71
5020,Medical,Ambulance,2,Rain,13,68
5021,Medical,Ambulance,1,Rain,16,85
5022,Traffic Accident,Ladder,1,Clear,11,42
5023,Wellness Check,Ladder,3,Clear,8,134
5024,Traffic Accident,Chief,1,Clear,2,47
5025,Wellness Check,Ladder,1,Rain,17,97
5026,Medical,Ambulance,2,Clear,3,61
5027,Medical,Rescue Squad,3,Clear,13,85
5028,Traffic Accident,Rescue Squad,1,Clear,23,35
5029,Medical,Engine,2,Clear,5,79
5030,Traffic Accident,Engine,3,Clear,14,79
5031,Medical,Ladder,1,Clear,16,72
5032,Medical,Rescue Squad,2,Clear,23,55
5033,False Alarm,Ambulance,2,Clear,4,59
5034,Medical,Ambulance,2,Clear,5,70
5035,False Alarm,Ambulance,3,Clear,20,76
5036,False Alarm,Ladder,1,Rain,4,66
5037,Traffic Accident,Ladder,3,Rain,18,106
5038,Traffic Accident,Chief,3,Rain,13,81
5039,Structure Fire,Ambulance,1,Fog,3,66
5040,Wellness Check,Ambulance,1,Clear,4,46
5041,Medical,Ladder,3,Clear,10,89
5042,Medical,Ladder,2,Rain,1,71
5043,Traffic Accident,Chief,2,Clear,21,56
5044,Medical,Chief,2,Clear,1,49
5045,Medical,Engine,2,Clear,19,90
5046,Medical,Rescue Squad,3,Clear,11,75
5047,Structure Fire,Ambulance,1,Fog,15,30
5048,Wellness Check,Ambulance,1,Clear,16,72
5049,Medical,Chief,3,Storm,3,125
5050,False Alarm,Chief,3,Clear,13,77
5051,Traffic Accident,Engine,2,Clear,6,69
5052,Wellness Check,Rescue Squad,3,Clear,14,78
5053,Structure Fire,Engine,2,Clear,15,74
5054,Traffic Accident,Rescue Squad,1,Rain,7,71
5055,Medical,Ambulance,3,Clear,1,78
5056,Wellness Check,Engine,2,Clear,18,116
5057,Medical,Chief,1,Clear,0,55
5058,Wellness Check,Engine,2,Clear,22,69
5059,False Alarm,Engine,2,Clear,3,56
5060,Medical,Ambulance,3,Storm,23,122
5061,Medical,Chief,1,Clear,20,53
5062,Traffic Accident,Chief,1,Fog,21,53
5063,Medical,Ladder,2,Clear,10,51
5064,Wellness Check,Ladder,3,Clear,9,114
5065,Medical,Ladder,2,Clear,17,92
5066,Medical,Ambulance,2,Clear,0,74
5067,False Alarm,Engine,2,Storm,16,140
5068,Traffic Accident,Chief,1,Rain,15,30
5069,Wellness Check,Chief,2,Fog,11,63
5070,Medical,Engine,1,Snow,15,58
5071,Traffic Accident,Chief,3,Clear,8,101
5072,Structure Fire,Engine,1,Rain,16,97
5073,Traffic Accident,Ambulance,2,Rain,2,73
5074,Traffic Accident,Ambulance,1,Rain,17,76
5075,Structure Fire,Ambulance,2,Clear,14,53
5076,Medical,Engine,1,Clear,14,67
5077,Medical,Engine,2,Clear,15,76
5078,Traffic Accident,Rescue Squad,1,Clear,19,42
5079,Medical,Chief,2,Clear,0,54
5080,Traffic Accident,Chief,2,Fog,0,50
5081,Medical,Rescue Squad,2,Clear,3,63
5082,Traffic Accident,Rescue Squad,2,Clear,12,55
5083,Traffic Accident,Ambulance,2,Clear,3,61
5084,Medical,Rescue Squad,2,Rain,22,69
5085,Medical,Engine,3,Clear,7,107
5086,Medical,Ladder,2,Storm,12,98
5087,Traffic Accident,Engine,1,Storm,23,95
5088,Wellness Check,Rescue Squad,3,Fog,7,104
5089,Medical,Chief,1,Clear,13,51
5090,Traffic Accident,Engine,3,Clear,0,94
5091,Medical,Chief,1,Fog,8,72
5092,Medical,Engine,2,Snow,23,116
5093,False Alarm,Chief,1,Fog,0,61
5094,Medical,Engine,3,Clear,6,98
5095,Medical,Chief,2,Clear,19,58
5096,Medical,Ladder,2,Clear,12,68
5097,Medical,Ambulance,1,Snow,14,80
5098,Medical,Engine,2,Rain,8,94
5099,Medical,Ladder,2,Clear,15,64
5100,Traffic Accident,Ambulance,2,Clear,16,78
5101,Medical,Engine,1,Clear,8,77
5102,Structure Fire,Ladder,2,Rain,5,70
5103,Medical,Ladder,2,Clear,19,84
5104,Medical,Ladder,1,Clear,11,32
5105,Traffic Accident,Rescue Squad,1,Clear,15,47
5106,False Alarm,Chief,2,Clear,20,55
5107,Medical,Ambulance,3,Fog,14,88
5108,Wellness Check,Chief,1,Rain,6,42
5109,Structure Fire,Chief,2,Rain,9,78
5110,Structure Fire,Chief,1,Rain,3,54
5111,Structure Fire,Ladder,2,Clear,23,82
5112,Medical,Chief,2,Rain,2,59
5113,Medical,Rescue Squad,1,Storm,17,81
5114,Traffic Accident,Engine,2,Rain,0,82
5115,Medical,Ladder,3,Clear,12,101
5116,False Alarm,Ambulance,3,Rain,21,90
5117,Medical,Engine,1,Fog,17,66
5118,Medical,Engine,1,Clear,7,71
5119,Traffic Accident,Engine,3,Clear,10,106
5120,Medical,Chief,1,Fog,9,75
5121,Structure Fire,Chief,2,Fog,3,52
5122,Traffic Accident,Ladder,1,Clear,3,53
5123,False Alarm,Chief,2,Clear,3,60
5124,Traffic Accident,Chief,1,Clear,11,43
5125,Traffic Accident,Chief,3,Clear,7,92
5126,Traffic Accident,Ladder,3,Fog,12,102
5127,False Alarm,Ladder,1,Clear,7,79
5128,Medical,Rescue Squad,3,Clear,20,102
5129,Medical,Rescue Squad,2,Fog,2,72
5130,Medical,Rescue Squad,1,Clear,11,46
5131,Medical,Rescue Squad,2,Rain,17,101
5132,Traffic Accident,Engine,2,Clear,14,73
5133,Traffic Accident,Engine,1,Snow,13,101
5134,Structure Fire,Rescue Squad,1,Storm,8,88
5135,Medical,Rescue Squad,3,Clear,4,84
5136,Traffic Accident,Ambulance,3,Snow,14,115
5137,Medical,Engine,3,Storm,7,142
5138,Traffic Accident,Ambulance,1,Storm,22,70
5139,Structure Fire,Ambulance,2,Clear,2,72
5140,Medical,Chief,1,Clear,11,47
5141,Medical,Ladder,3,Clear,4,65
5142,Medical,Engine,1,Clear,8,76
5143,Wellness Check,Rescue Squad,2,Clear,19,50
5144,False Alarm,Rescue Squad,2,Clear,2,55
5145,Traffic Accident,Ladder,3,Rain,22,101
5146,Medical,Engine,2,Clear,7,73
5147,Medical,Rescue Squad,2,Fog,20,47
5148,Traffic Accident,Rescue Squad,2,Snow,12,80
5149,Traffic Accident,Chief,3,Clear,7,94
5150,Medical,Ambulance,1,Clear,4,30
5151,Medical,Rescue Squad,3,Rain,6,63
5152,Traffic Accident,Engine,3,Clear,4,87
5153,Medical,Ladder,1,Clear,8,82
5154,Medical,Chief,1,Fog,4,35
5155,Medical,Engine,2,Clear,7,91
5156,Structure Fire,Chief,1,Fog,11,46
5157,Wellness Check,Ambulance,2,Fog,3,65
5158,False Alarm,Rescue Squad,2,Clear,8,70
5159,Structure Fire,Engine,2,Snow,21,131
5160,Structure Fire,Ladder,1,Clear,21,43
5161,Medical,Ambulance,2,Fog,13,53
5162,Structure Fire,Ambulance,2,Snow,18,120
5163,Medical,Chief,3,Clear,12,81
5164,Traffic Accident,Ambulance,1,Clear,2,53
5165,Medical,Engine,2,Rain,3,66
5166,Medical,Chief,3,Clear,0,67
5167,Medical,Ambulance,2,Storm,21,79
5168,Medical,Ladder,2,Clear,0,87
5169,Medical,Engine,1,Clear,10,51
5170,Medical,Ladder,3,Clear,15,88
5171,False Alarm,Ladder,2,Rain,3,88
5172,Medical,Chief,3,Snow,6,110
5173,Structure Fire,Rescue Squad,3,Clear,11,80
5174,Wellness Check,Chief,2,Rain,5,49
5175,False Alarm,Engine,2,Rain,23,56
5176,Structure Fire,Engine,1,Clear,19,73
5177,Wellness Check,Chief,1,Clear,8,80
5178,Medical,Rescue Squad,2,Clear,7,92
5179,Medical,Chief,2,Clear,13,69
5180,Medical,Engine,2,Clear,14,77
5181,Traffic Accident,Rescue Squad,3,Fog,20,72
5182,Traffic Accident,Engine,1,Storm,21,84
5183,Medical,Rescue Squad,2,Clear,4,54
5184,Medical,Rescue Squad,2,Clear,14,34
5185,Traffic Accident,Chief,2,Clear,5,71
5186,Medical,Chief,3,Snow,0,117
5187,Structure Fire,Chief,2,Clear,19,46
5188,Traffic Accident,Rescue Squad,2,Rain,8,83
5189,Traffic Accident,Rescue Squad,2,Clear,3,70
5190,Traffic Accident,Engine,1,Rain,1,56
5191,Wellness Check,Ladder,2,Clear,5,53
5192,Medical,Chief,2,Clear,1,47
5193,Traffic Accident,Engine,3,Clear,2,108
5194,Traffic Accident,Engine,3,Clear,6,90
5195,Medical,Ambulance,2,Fog,19,70
5196,Medical,Chief,2,Clear,16,95
5197,Medical,Engine,1,Clear,8,67
5198,Medical,Ambulance,1,Fog,21,48
5199,Traffic Accident,Chief,2,Clear,8,59
5200,Wellness Check,Rescue Squad,2,Clear,18,83
5201,Medical,Ambulance,1,Fog,4,50
5202,Medical,Rescue Squad,2,Rain,5,58
5203,False Alarm,Ladder,2,Clear,17,100
5204,Medical,Ladder,1,Rain,0,64
5205,Medical,Ladder,2,Rain,16,90
5206,Structure Fire,Ladder,1,Clear,13,58
5207,Structure Fire,Engine,2,Rain,14,71
5208,Medical,Ladder,3,Rain,4,84
5209,Medical,Engine,2,Storm,16,109
5210,Medical,Engine,3,Storm,20,139
5211,Structure Fire,Chief,1,Clear,20,52
5212,Structure Fire,Engine,2,Clear,22,62
5213,Medical,Engine,2,Clear,22,70
5214,Traffic Accident,Ladder,2,Clear,10,56
5215,Wellness Check,Engine,3,Clear,9,107
5216,Medical,Rescue Squad,2,Rain,16,94
5217,Medical,Ladder,2,Clear,0,72
5218,Traffic Accident,Ambulance,1,Clear,4,46
5219,Medical,Ladder,2,Snow,15,86
5220,Medical,Engine,2,Rain,6,59
5221,Traffic Accident,Rescue Squad,2,Rain,11,69
5222,Wellness Check,Ladder,3,Clear,7,130
5223,Wellness Check,Rescue Squad,1,Rain,17,76
5224,Structure Fire,Ambulance,2,Fog,0,58
5225,Traffic Accident,Ambulance,2,Clear,19,72
5226,Medical,Chief,3,Clear,11,71
5227,Traffic Accident,Chief,3,Storm,3,131
5228,Medical,Ladder,2,Clear,11,64
5229,Medical,Chief,1,Clear,21,39
5230,Traffic Accident,Rescue Squad,2,Clear,0,56
5231,Structure Fire,Chief,2,Clear,0,58
5232,Medical,Rescue Squad,3,Clear,2,89
5233,False Alarm,Chief,2,Clear,20,46
5234,Medical,Chief,2,Clear,11,53
5235,Medical,Chief,2,Clear,21,62
5236,Medical,Engine,2,Rain,20,75
5237,Traffic Accident,Engine,3,Storm,12,103
5238,Traffic Accident,Chief,1,Clear,12,37
5239,Medical,Rescue Squad,2,Rain,20,42
5240,Traffic Accident,Ladder,3,Clear,8,108
5241,Medical,Ambulance,1,Clear,17,60
5242,Traffic Accident,Engine,2,Storm,0,105
5243,Medical,Chief,2,Clear,5,37
5244,Medical,Ambulance,2,Clear,22,66
5245,False Alarm,Engine,1,Clear,23,49
5246,Medical,Ladder,2,Rain,4,66
5247,Medical,Rescue Squad,2,Clear,3,69
5248,Structure Fire,Chief,1,Clear,5,58
5249,False Alarm,Ladder,2,Snow,2,105
5250,Medical,Engine,1,Clear,16,77
5251,Medical,Chief,2,Clear,10,56
5252,Medical,Ambulance,3,Clear,3,73
5253,Structure Fire,Rescue Squad,1,Clear,19,30
5254,Medical,Engine,1,Clear,0,54
5255,Traffic Accident,Rescue Squad,3,Rain,3,73
5256,False Alarm,Chief,2,Rain,22,60
5257,Medical,Ladder,1,Clear,2,72
5258,Medical,Rescue Squad,2,Clear,9,84
5259,Medical,Ambulance,1,Clear,21,37
5260,Medical,Engine,1,Clear,0,52
5261,Wellness Check,Ambulance,3,Clear,3,81
5262,Medical,Rescue Squad,2,Clear,18,78
5263,Medical,Ladder,2,Clear,0,64
5264,Traffic Accident,Ladder,1,Clear,15,38
5265,Medical,Ambulance,1,Clear,18,78
5266,Traffic Accident,Chief,3,Clear,19,71
5267,Medical,Chief,1,Clear,20,59
5268,Wellness Check,Ladder,2,Clear,21,66
5269,False Alarm,Ambulance,1,Rain,17,55
5270,Traffic Accident,Ambulance,2,Clear,1,55
5271,False Alarm,Ambulance,1,Clear,5,46
5272,Medical,Rescue Squad,2,Clear,20,51
5273,Medical,Chief,3,Clear,0,73
5274,Traffic Accident,Chief,2,Rain,18,82
5275,Structure Fire,Rescue Squad,1,Storm,4,71
5276,Medical,Engine,2,Clear,1,75
5277,Medical,Rescue Squad,1,Rain,0,53
5278,Medical,Ambulance,2,Clear,15,66
5279,Medical,Rescue Squad,2,Clear,20,62
5280,Medical,Ambulance,1,Clear,1,30
5281,Traffic Accident,Ladder,2,Fog,3,57
5282,Medical,Ambulance,2,Clear,2,46
5283,Medical,Chief,3,Storm,22,103
5284,Structure Fire,Rescue Squad,2,Clear,16,89
5285,Structure Fire,Ambulance,1,Clear,14,33
5286,Wellness Check,Engine,2,Rain,9,89
5287,Structure Fire,Ladder,2,Fog,11,76
5288,Medical,Engine,2,Snow,11,90
5289,Wellness Check,Engine,2,Rain,19,61
5290,Structure Fire,Engine,2,Clear,6,81
5291,Medical,Ladder,1,Clear,9,70
5292,Structure Fire,Ladder,1,Clear,4,58
5293,False Alarm,Ladder,2,Clear,19,82
5294,Medical,Ladder,2,Storm,19,97
5295,Medical,Engine,3,Rain,10,78
5296,Medical,Chief,2,Snow,1,89
5297,Medical,Chief,3,Clear,23,80
5298,Medical,Ladder,3,Rain,15,83
5299,Structure Fire,Rescue Squad,3,Fog,11,99
5300,Medical,Ambulance,1,Clear,15,50
5301,False Alarm,Rescue Squad,3,Clear,3,71
5302,Traffic Accident,Rescue Squad,1,Rain,1,31
5303,Structure Fire,Rescue Squad,1,Clear,9,62
5304,Wellness Check,Chief,2,Storm,12,103
5305,Medical,Ambulance,1,Clear,22,63
5306,Medical,Rescue Squad,1,Clear,18,65
5307,Traffic Accident,Ladder,1,Clear,14,52
5308,Wellness Check,Chief,1,Clear,22,35
5309,Traffic Accident,Ladder,2,Clear,0,73
5310,Medical,Ladder,1,Clear,16,82
5311,False Alarm,Rescue Squad,2,Fog,19,42
5312,Medical,Ladder,3,Fog,3,90
5313,Wellness Check,Ambulance,2,Clear,19,49
5314,False Alarm,Ladder,2,Clear,8,80
5315,Medical,Rescue Squad,3,Clear,5,96
5316,Traffic Accident,Ladder,1,Rain,2,63
5317,Medical,Chief,2,Clear,21,53
5318,Medical,Chief,3,Clear,1,78
5319,Structure Fire,Chief,3,Clear,17,93
5320,Structure Fire,Engine,2,Rain,22,58
5321,False Alarm,Chief,1,Clear,18,69
5322,Traffic Accident,Chief,3,Rain,6,87
5323,Medical,Engine,1,Storm,2,85
5324,Wellness Check,Chief,2,Clear,17,94
5325,False Alarm,Rescue Squad,2,Clear,19,54
5326,Medical,Chief,2,Clear,19,48
5327,False Alarm,Chief,2,Clear,18,92
5328,Medical,Engine,3,Clear,8,98
5329,Wellness Check,Rescue Squad,2,Clear,15,77
5330,Medical,Ladder,1,Snow,5,88
5331,Medical,Ambulance,2,Clear,20,61
5332,Medical,Rescue Squad,2,Clear,11,55
5333,Traffic Accident,Ladder,2,Clear,5,66
5334,Medical,Rescue Squad,3,Clear,12,82
5335,Medical,Ladder,3,Clear,23,91
5336,Structure Fire,Ladder,2,Clear,4,60
5337,False Alarm,Rescue Squad,1,Clear,12,45
5338,Medical,Engine,2,Fog,19,72
5339,Medical,Rescue Squad,3,Clear,6,76
5340,Medical,Rescue Squad,2,Rain,11,82
5341,Medical,Ladder,3,Clear,20,88
5342,Wellness Check,Ambulance,2,Rain,3,42
5343,Wellness Check,Ladder,2,Clear,4,59
5344,Structure Fire,Chief,2,Snow,15,88
5345,Medical,Rescue Squad,2,Clear,3,52
5346,Traffic Accident,Rescue Squad,3,Clear,7,85
5347,Structure Fire,Engine,1,Clear,15,68
5348,Wellness Check,Ladder,1,Clear,7,78
5349,Traffic Accident,Engine,2,Clear,16,80
5350,Traffic Accident,Rescue Squad,1,Fog,13,30
5351,Structure Fire,Ladder,2,Clear,11,76
5352,Medical,Ladder,1,Rain,2,55
5353,False Alarm,Chief,1,Clear,19,58
5354,Structure Fire,Chief,2,Clear,1,49
5355,Traffic Accident,Ambulance,2,Clear,12,56
5356,Medical,Chief,1,Clear,20,47
5357,Traffic Accident,Ladder,1,Clear,10,67
5358,Structure Fire,Chief,1,Rain,23,47
5359,Medical,Ambulance,2,Clear,11,52
5360,Medical,Rescue Squad,1,Rain,17,80
5361,Traffic Accident,Chief,2,Rain,8,76
5362,Traffic Accident,Ladder,2,Clear,6,71
5363,Structure Fire,Rescue Squad,2,Rain,5,67
5364,Medical,Ladder,1,Clear,23,70
5365,Traffic Accident,Rescue Squad,2,Clear,13,63
5366,Medical,Ladder,3,Clear,17,135
5367,Medical,Chief,2,Clear,13,59
5368,Medical,Chief,2,Rain,4,62
5369,Medical,Ambulance,2,Fog,19,53
5370,Medical,Rescue Squad,1,Clear,23,48
5371,Medical,Ambulance,2,Clear,12,62
5372,Medical,Engine,3,Clear,0,100
5373,Medical,Chief,2,Rain,11,64
5374,Structure Fire,Rescue Squad,2,Clear,18,79
5375,Medical,Ambulance,2,Clear,9,80
5376,Medical,Ambulance,1,Rain,23,38
5377,Wellness Check,Engine,1,Clear,4,60
5378,Medical,Ambulance,3,Storm,19,113
5379,Structure Fire,Ladder,3,Clear,5,76
5380,Medical,Chief,2,Storm,11,83
5381,Medical,Ambulance,3,Clear,20,68
5382,Structure Fire,Ambulance,2,Clear,2,54
5383,Structure Fire,Engine,1,Rain,13,46
5384,Wellness Check,Ladder,2,Rain,20,69
5385,Structure Fire,Ambulance,1,Snow,3,83
5386,False Alarm,Chief,3,Clear,16,105
5387,Medical,Chief,3,Fog,16,113
5388,Medical,Ambulance,3,Clear,13,76
5389,Medical,Ladder,2,Clear,14,82
5390,Medical,Chief,1,Clear,6,35
5391,Structure Fire,Chief,1,Rain,3,55
5392,Traffic Accident,Ladder,2,Rain,16,95
5393,Medical,Ladder,2,Clear,5,66
5394,False Alarm,Ambulance,2,Clear,10,71
5395,Wellness Check,Rescue Squad,3,Clear,11,85
5396,Medical,Engine,3,Clear,14,79
5397,Medical,Rescue Squad,1,Clear,11,48
5398,Medical,Rescue Squad,1,Rain,10,48
5399,Medical,Chief,2,Rain,16,99
5400,Medical,Ladder,1,Fog,7,76
5401,Structure Fire,Chief,2,Clear,11,66
5402,Medical,Engine,2,Clear,8,91
5403,Medical,Ambulance,1,Clear,10,42
5404,False Alarm,Engine,2,Rain,2,67
5405,Traffic Accident,Chief,2,Clear,6,44
5406,False Alarm,Chief,3,Fog,20,92
5407,Medical,Chief,1,Rain,2,33
5408,Medical,Chief,3,Clear,20,82
5409,Structure Fire,Rescue Squad,2,Clear,15,56
